batch_id,carbon_pct,manganese_pct,furnace_temp_C,rolling_speed_mps,cooling_rate_Cps,defect
B102045,0.535,1.137,1557.0,25.69,14.42,0
B102046,0.4,0.711,1582.7,15.76,12.9,0
B102047,0.399,0.688,1597.5,15.09,19.4,0
B102048,0.361,0.512,1556.9,24.9,22.33,0
B102049,0.419,0.925,1547.2,10.29,24.73,1
B102050,0.499,0.576,1615.7,7.57,19.6,0
B102051,0.296,0.547,1553.5,17.83,30.12,1
B102052,0.321,0.773,1555.4,11.31,11.55,0
B102053,0.364,0.753,1548.4,11.54,9.99,0
B102054,0.238,0.739,1595.7,23.44,23.82,1
B102055,0.302,1.04,1651.9,25.26,15.74,0
B102056,0.343,0.924,1682.9,24.73,6.74,0
B102057,0.505,0.814,1560.1,26.65,13.1,0
B102058,0.432,0.955,1718.3,27.45,16.53,0
B102059,0.423,0.603,1544.7,7.23,11.12,0
B102060,0.502,0.932,1659.6,22.7,8.91,0
B102061,0.384,0.945,1560.3,16.82,13.75,0
B102062,0.447,0.449,1552.1,15.52,8.61,0
B102063,0.388,1.199,1559.0,23.36,18.81,0
B102064,0.432,0.636,1597.1,9.62,3.34,1
B102065,0.33,0.927,1631.9,9.49,15.54,0
B102066,0.107,1.249,1636.8,23.8,18.12,0
B102067,0.384,1.178,1548.1,22.93,14.46,0
B102068,0.571,0.91,1545.6,20.82,21.56,0
B102069,0.511,0.791,1549.6,14.72,6.78,0
B102070,0.516,1.184,1593.9,24.46,10.79,0
B102071,0.548,1.102,1588.4,24.08,13.02,1
B102072,0.411,0.714,1547.7,20.51,19.28,0
B102073,0.424,0.662,1614.8,12.94,16.31,1
B102074,0.326,0.278,1724.4,17.45,27.86,1
B102075,0.362,0.946,1572.2,25.03,10.17,0
B102076,0.474,0.875,1576.2,27.96,6.63,0
B102077,0.544,1.241,1630.8,18.04,25.73,0
B102078,0.383,1.008,1569.3,18.5,6.41,0
B102079,0.346,1.3,1636.8,19.03,19.1,0
B102080,0.4,0.691,1560.5,21.65,9.13,0
B102081,0.472,1.241,1700.8,16.51,2.58,0
B102082,0.227,0.741,1619.0,5.0,12.75,0
B102083,0.124,1.133,1565.9,27.16,20.4,1
B102084,0.334,0.462,1567.6,30.77,7.67,0
B102085,0.254,0.971,1571.7,16.33,18.46,0
B102086,0.339,0.305,1675.5,13.6,19.58,1
B102087,0.382,0.82,1530.2,19.18,7.37,0
B102088,0.346,1.032,1563.3,18.87,13.63,0
B102089,0.574,0.744,1569.1,25.97,24.46,0
B102090,0.439,0.585,1599.1,20.33,18.9,0
B102091,0.436,1.154,1585.1,15.24,13.43,0
B102092,0.475,0.869,1518.0,12.09,17.49,0
B102093,0.263,0.753,1578.0,25.19,10.89,0
B102094,0.525,0.913,1594.5,23.6,21.68,0
B102095,0.391,1.691,1565.5,26.36,21.68,0
B102096,0.48,1.246,1637.8,14.19,15.73,0
B102097,0.271,1.249,1650.6,31.03,16.38,0
B102098,0.214,1.031,1595.7,9.54,9.01,0
B102099,0.498,0.95,1612.7,24.26,6.89,0
B102100,0.445,0.181,1481.1,8.54,12.74,1
B102101,0.292,0.696,1576.8,15.26,14.48,0
B102102,0.296,0.756,1655.3,29.37,21.38,0
B102103,0.535,0.338,1576.7,24.99,20.53,1
B102104,0.257,0.553,1559.5,16.72,16.11,0
B102105,0.597,0.306,1725.3,16.89,22.14,1
B102106,0.292,0.889,1700.0,20.6,9.34,1
B102107,0.477,1.146,1625.7,23.08,21.46,0
B102108,0.361,1.232,1662.6,27.51,10.26,0
B102109,0.472,1.024,1477.6,17.26,22.44,1
B102110,0.335,0.611,1556.7,10.33,14.92,0
B102111,0.38,0.32,1574.2,20.94,3.01,1
B102112,0.405,0.373,1587.0,17.26,19.38,1
B102113,0.28,0.519,1573.1,12.2,19.86,0
B102114,0.489,0.633,1459.7,21.79,12.26,1
B102115,0.338,0.852,1621.2,18.72,12.77,0
B102116,0.373,0.596,1629.9,21.84,14.04,0
B102117,0.281,1.002,1688.1,14.63,3.45,0
B102118,0.093,0.83,1556.6,22.92,2.0,0
B102119,0.377,0.903,1552.1,12.1,22.81,0
B102120,0.69,1.242,1452.6,15.03,10.06,1
B102121,0.494,0.546,1583.9,18.54,26.13,0
B102122,0.398,1.026,1649.6,30.45,23.22,0
B102123,0.368,0.896,1566.4,24.71,24.4,1
B102124,0.403,0.8,1717.9,26.46,11.1,1
B102125,0.466,1.166,1585.9,28.5,5.35,0
B102126,0.258,1.164,1608.1,40.0,8.48,0
B102127,0.534,0.616,1525.0,20.25,12.32,0
B102128,0.486,0.845,1615.8,28.52,2.0,0
B102129,0.486,0.984,1491.1,26.08,12.15,1
B102130,0.453,0.818,1638.2,25.98,13.79,0
B102131,0.402,1.076,1639.8,30.65,7.23,0
B102132,0.481,0.984,1674.8,17.48,8.76,1
B102133,0.471,1.45,1543.9,17.01,13.68,0
B102134,0.358,0.441,1608.8,21.92,17.14,0
B102135,0.331,0.863,1631.0,18.9,9.66,1
B102136,0.412,0.627,1624.3,21.91,16.75,1
B102137,0.586,1.081,1552.4,29.38,15.82,1
B102138,0.251,0.415,1468.4,17.13,15.28,1
B102139,0.224,1.004,1619.1,18.17,11.09,0
B102140,0.42,0.711,1591.6,21.05,7.0,0
B102141,0.406,0.68,1568.8,18.63,25.18,0
B102142,0.421,0.466,1642.0,8.52,18.78,0
B102143,0.429,0.76,1597.5,16.52,21.03,0
B102144,0.373,1.225,1527.4,24.12,14.5,0
B102145,0.579,0.892,1493.8,28.63,14.02,1
B102146,0.208,1.088,1537.9,13.07,17.94,0
B102147,0.301,1.399,1731.6,13.04,3.99,1
B102148,0.388,0.979,1639.8,20.18,8.31,0
B102149,0.203,0.732,1610.4,7.55,10.21,1
B102150,0.379,1.04,1590.0,17.33,12.27,0
B102151,0.599,0.737,1586.4,9.58,9.72,0
B102152,0.403,0.749,1664.2,28.21,17.0,0
B102153,0.428,0.444,1573.0,15.38,15.49,0
B102154,0.249,1.178,1631.7,29.92,23.36,0
B102155,0.326,0.784,1580.8,26.68,29.84,0
B102156,0.355,0.955,1706.7,16.12,7.42,0
B102157,0.362,0.589,1640.8,13.57,15.88,0
B102158,0.554,1.031,1668.5,18.84,15.87,0
B102159,0.467,0.671,1567.9,19.37,14.91,0
B102160,0.267,0.857,1658.2,22.08,8.49,1
B102161,0.43,1.163,1582.8,15.34,9.5,0
B102162,0.46,1.137,1606.1,24.48,16.44,0
B102163,0.537,0.893,1689.9,21.59,9.33,0
B102164,0.59,0.37,1542.6,17.96,15.96,0
B102165,0.278,1.798,1611.2,15.73,13.52,0
B102166,0.303,1.424,1624.1,18.89,15.85,0
B102167,0.249,1.117,1628.6,15.1,9.28,0
B102168,0.372,0.674,1575.2,20.35,15.94,0
B102169,0.456,0.866,1714.7,20.51,9.71,0
B102170,0.518,0.737,1528.8,21.57,15.96,0
B102171,0.391,1.279,1680.2,30.6,23.04,1
B102172,0.362,0.979,1666.8,19.21,16.57,0
B102173,0.418,0.665,1704.5,26.03,16.93,1
B102174,0.3,0.759,1512.6,21.38,19.9,0
B102175,0.651,1.236,1552.2,18.57,6.58,0
B102176,0.207,1.38,1682.1,19.29,25.31,0
B102177,0.422,1.358,1496.8,19.65,8.67,0
B102178,0.643,1.127,1511.6,21.68,20.28,0
B102179,0.401,0.824,1573.1,14.24,19.48,0
B102180,0.377,0.1,1610.6,11.21,9.59,0
B102181,0.357,0.989,1687.6,23.93,21.05,0
B102182,0.378,0.899,1589.8,25.39,17.99,0
B102183,0.565,0.942,1566.5,24.47,26.34,0
B102184,0.135,0.916,1617.1,20.93,16.16,0
B102185,0.584,0.502,1625.8,24.6,14.35,0
B102186,0.229,1.067,1624.3,24.28,11.91,1
B102187,0.368,1.09,1590.2,24.73,4.54,0
B102188,0.348,1.105,1492.5,14.84,13.09,0
B102189,0.471,1.184,1549.5,13.42,13.34,0
B102190,0.208,1.081,1678.1,17.67,16.57,0
B102191,0.455,0.777,1610.3,19.9,6.46,0
B102192,0.643,0.879,1582.3,18.55,13.57,0
B102193,0.236,0.927,1661.5,8.74,18.46,0
B102194,0.423,0.932,1537.8,30.33,19.05,1
B102195,0.321,1.199,1587.6,18.36,3.84,0
B102196,0.451,1.093,1607.6,21.04,19.24,0
B102197,0.402,1.523,1575.7,27.47,13.52,1
B102198,0.323,1.562,1605.5,5.93,13.89,0
B102199,0.459,0.924,1589.7,16.93,2.0,0
B102200,0.617,0.1,1523.0,17.68,23.96,0
B102201,0.377,1.271,1610.0,17.98,16.06,0
B102202,0.486,0.738,1526.9,18.96,5.81,0
B102203,0.245,0.66,1609.1,28.68,17.25,0
B102204,0.285,0.78,1675.6,24.04,17.07,0
B102205,0.457,0.766,1584.5,25.75,22.34,0
B102206,0.578,1.084,1535.6,20.28,13.14,1
B102207,0.443,0.432,1593.0,11.6,15.07,1
B102208,0.362,0.577,1554.2,7.52,11.14,0
B102209,0.4,1.003,1632.7,10.82,18.59,0
B102210,0.25,1.087,1591.9,22.16,10.3,0
B102211,0.473,1.092,1694.0,20.19,9.64,0
B102212,0.506,0.664,1664.0,18.74,14.59,0
B102213,0.346,0.607,1591.6,17.79,7.64,0
B102214,0.344,0.748,1639.4,32.07,24.61,1
B102215,0.432,0.972,1578.4,15.06,26.56,0
B102216,0.348,1.346,1601.9,25.57,12.28,0
B102217,0.392,0.286,1580.1,20.01,6.68,0
B102218,0.652,0.834,1642.2,19.63,17.02,0
B102219,0.37,0.5,1678.8,27.06,12.11,1
B102220,0.357,0.404,1643.9,28.78,22.05,1
B102221,0.322,1.19,1650.7,18.56,10.28,0
B102222,0.489,1.063,1650.8,24.8,18.27,0
B102223,0.378,1.035,1630.3,22.18,15.68,0
B102224,0.322,1.176,1537.3,20.04,10.94,0
B102225,0.559,0.756,1693.6,21.23,16.44,0
B102226,0.57,0.77,1699.2,15.87,20.27,0
B102227,0.328,1.556,1587.1,18.16,15.52,0
B102228,0.176,0.826,1579.6,16.52,15.58,0
B102229,0.521,1.121,1633.7,25.41,9.76,0
B102230,0.318,0.902,1630.3,19.43,21.87,1
B102231,0.495,0.346,1588.9,12.21,21.27,0
B102232,0.164,0.287,1531.2,15.66,12.54,1
B102233,0.507,0.726,1616.8,5.0,14.25,0
B102234,0.255,1.217,1630.3,17.03,23.49,0
B102235,0.488,1.136,1639.9,20.23,8.2,0
B102236,0.402,1.174,1619.2,19.18,18.63,0
B102237,0.286,0.604,1585.1,31.88,11.65,0
B102238,0.351,1.385,1654.7,23.45,25.67,0
B102239,0.482,0.611,1603.6,23.18,15.38,0
B102240,0.413,0.964,1574.4,10.14,22.56,0
B102241,0.47,0.897,1590.1,17.81,10.43,0
B102242,0.637,0.848,1504.0,17.08,7.51,0
B102243,0.212,1.302,1590.0,15.28,13.59,0
B102244,0.594,0.688,1637.9,15.2,16.58,0
B102245,0.413,0.495,1618.7,9.15,11.94,0
B102246,0.292,0.906,1683.6,12.34,19.55,1
B102247,0.24,0.78,1585.5,25.24,13.74,0
B102248,0.377,1.913,1626.8,19.14,2.51,0
B102249,0.511,1.103,1643.6,16.96,18.32,0
B102250,0.385,0.777,1728.9,19.97,9.7,1
B102251,0.581,0.583,1608.0,27.0,12.83,0
B102252,0.226,0.336,1542.6,20.03,24.32,1
B102253,0.399,0.592,1646.6,23.24,25.64,0
B102254,0.25,0.934,1702.6,14.92,11.55,1
B102255,0.444,1.328,1582.3,16.29,18.47,0
B102256,0.506,1.237,1646.3,22.12,11.69,0
B102257,0.35,0.969,1667.6,31.36,13.28,0
B102258,0.087,0.803,1655.9,28.58,11.37,1
B102259,0.424,0.981,1606.9,23.5,4.65,0
B102260,0.452,0.744,1561.6,20.91,15.57,0
B102261,0.449,1.416,1595.5,28.41,16.73,0
B102262,0.548,0.843,1625.2,24.77,10.97,0
B102263,0.271,0.874,1650.0,6.24,21.53,0
B102264,0.482,0.235,1618.4,13.68,12.38,0
B102265,0.543,0.841,1579.1,22.03,11.18,0
B102266,0.187,1.151,1630.5,9.28,18.16,0
B102267,0.438,0.58,1647.3,14.61,5.74,0
B102268,0.339,0.675,1620.9,15.8,20.44,0
B102269,0.39,1.138,1554.0,18.46,12.59,0
B102270,0.442,0.457,1590.0,18.28,20.94,0
B102271,0.342,1.217,1652.1,18.27,22.73,0
B102272,0.319,0.74,1523.9,24.95,18.84,1
B102273,0.404,0.783,1484.9,18.41,10.13,0
B102274,0.27,0.563,1682.9,17.69,7.5,0
B102275,0.27,1.013,1628.1,11.9,6.4,0
B102276,0.482,1.638,1633.4,26.15,21.62,0
B102277,0.262,1.134,1540.8,15.97,14.19,1
B102278,0.48,0.641,1640.6,13.48,11.4,0
B102279,0.456,1.241,1615.1,21.28,14.21,0
B102280,0.193,0.805,1512.9,15.4,21.48,1
B102281,0.319,1.312,1678.3,16.84,19.67,1
B102282,0.543,1.142,1608.7,21.55,17.63,0
B102283,0.282,0.1,1578.2,18.04,18.83,0
B102284,0.344,0.599,1579.2,33.87,16.08,0
B102285,0.455,1.183,1489.2,19.55,16.81,0
B102286,0.494,0.945,1632.6,23.71,16.33,0
B102287,0.37,0.593,1614.4,8.35,15.0,0
B102288,0.328,0.71,1589.3,14.84,19.52,0
B102289,0.571,0.328,1670.3,13.48,17.17,0
B102290,0.609,0.873,1523.9,14.27,9.72,1
B102291,0.517,1.563,1567.2,22.49,18.17,1
B102292,0.41,1.141,1553.2,26.21,16.48,1
B102293,0.303,1.557,1584.7,22.07,18.67,0
B102294,0.3,1.165,1603.7,18.64,14.37,0
B102295,0.463,1.208,1623.7,16.21,19.87,0
B102296,0.45,1.492,1580.9,26.68,14.63,0
B102297,0.568,1.013,1551.7,32.43,19.34,0
B102298,0.478,0.844,1692.7,20.81,12.26,1
B102299,0.22,1.21,1732.6,25.64,12.68,0
B102300,0.526,1.336,1607.9,22.06,18.61,0
B102301,0.28,0.756,1558.4,24.53,13.01,0
B102302,0.354,0.684,1681.1,13.01,28.23,0
B102303,0.43,0.942,1520.4,17.07,18.4,0
B102304,0.639,1.149,1581.6,22.37,15.15,1
B102305,0.773,1.139,1561.7,27.27,19.92,1
B102306,0.473,0.473,1536.2,15.09,12.12,0
B102307,0.378,1.473,1584.6,7.8,20.54,0
B102308,0.464,0.708,1552.5,17.01,20.37,1
B102309,0.507,0.82,1600.7,26.06,22.52,0
B102310,0.362,0.629,1601.5,10.5,12.36,0
B102311,0.615,1.709,1565.8,12.94,7.66,1
B102312,0.428,0.973,1579.6,20.94,11.34,0
B102313,0.46,0.645,1587.3,19.3,13.31,0
B102314,0.48,1.159,1644.5,23.57,25.0,1
B102315,0.451,1.131,1591.8,12.63,28.17,0
B102316,0.501,0.844,1645.4,18.05,17.07,0
B102317,0.326,1.152,1632.2,27.17,15.06,0
B102318,0.333,0.652,1631.4,12.84,12.9,0
B102319,0.268,0.752,1676.3,28.86,19.95,0
B102320,0.453,0.297,1538.4,13.6,28.13,1
B102321,0.493,0.503,1574.0,25.1,25.72,0
B102322,0.455,1.442,1697.0,17.76,21.83,0
B102323,0.601,1.392,1585.8,13.13,21.74,0
B102324,0.399,0.92,1450.0,17.02,19.99,1
B102325,0.48,1.399,1588.8,23.27,14.72,0
B102326,0.269,0.852,1607.4,19.96,10.58,0
B102327,0.354,0.827,1456.1,26.71,14.88,1
B102328,0.483,0.917,1673.4,28.61,17.53,0
B102329,0.502,0.863,1560.7,12.9,6.28,0
B102330,0.365,0.835,1618.1,12.46,14.08,0
B102331,0.391,1.243,1587.6,12.17,10.04,0
B102332,0.218,0.945,1529.1,14.6,21.08,0
B102333,0.357,1.114,1541.1,26.63,11.7,1
B102334,0.507,1.209,1548.6,23.36,16.97,0
B102335,0.469,1.016,1659.7,16.73,10.8,0
B102336,0.46,0.609,1591.9,19.93,24.59,0
B102337,0.406,0.494,1571.3,28.43,4.8,0
B102338,0.401,0.945,1548.6,31.45,17.86,1
B102339,0.321,0.849,1665.8,21.56,7.34,0
B102340,0.484,0.926,1680.5,5.0,11.94,0
B102341,0.451,0.895,1665.2,21.78,16.24,0
B102342,0.459,1.675,1627.1,25.61,16.53,0
B102343,0.337,0.501,1615.9,21.35,16.38,0
B102344,0.142,0.303,1533.1,24.36,15.91,1
B102345,0.532,1.0,1586.5,22.14,11.15,0
B102346,0.343,0.787,1562.4,12.59,14.02,1
B102347,0.296,0.995,1499.6,14.68,15.19,0
B102348,0.483,1.075,1658.1,18.07,16.17,0
B102349,0.353,1.285,1561.7,26.39,14.61,1
B102350,0.527,0.448,1665.8,15.4,19.38,1
B102351,0.474,0.733,1648.5,22.74,15.56,1
B102352,0.482,1.029,1630.6,21.82,16.21,0
B102353,0.236,1.131,1633.7,29.52,12.7,0
B102354,0.545,1.558,1566.2,19.75,8.69,0
B102355,0.431,1.187,1702.2,9.47,15.92,0
B102356,0.356,0.883,1602.4,23.88,22.24,0
B102357,0.417,0.633,1616.6,32.83,17.66,0
B102358,0.187,0.731,1564.3,24.27,10.1,0
B102359,0.449,0.722,1548.8,15.27,19.89,0
B102360,0.276,1.097,1626.3,13.51,12.99,0
B102361,0.238,0.977,1612.0,14.28,19.29,1
B102362,0.217,0.503,1556.6,32.02,12.79,0
B102363,0.534,0.769,1520.9,18.04,17.12,0
B102364,0.324,1.163,1530.2,16.02,11.89,0
B102365,0.584,1.005,1665.8,19.05,12.04,0
B102366,0.336,1.071,1566.3,18.1,5.6,0
B102367,0.195,1.015,1581.4,29.41,18.07,0
B102368,0.266,1.388,1679.8,13.91,17.22,1
B102369,0.548,0.971,1538.3,27.08,17.56,1
B102370,0.381,0.784,1560.0,20.73,16.65,0
B102371,0.334,0.625,1557.7,27.24,10.43,1
B102372,0.419,0.975,1689.0,29.5,20.8,0
B102373,0.46,0.168,1709.6,20.51,20.96,1
B102374,0.534,0.845,1641.3,18.11,10.27,0
B102375,0.574,0.838,1643.1,20.4,18.19,0
B102376,0.357,0.491,1568.1,19.43,20.25,1
B102377,0.241,0.622,1707.1,10.06,12.18,0
B102378,0.35,1.143,1614.7,29.31,13.22,0
B102379,0.431,0.969,1646.9,21.47,18.2,0
B102380,0.284,0.931,1594.2,13.02,5.94,0
B102381,0.285,0.992,1585.3,7.59,8.47,0
B102382,0.441,0.928,1691.5,6.03,9.06,0
B102383,0.394,1.273,1629.7,24.62,4.22,0
B102384,0.404,0.937,1679.8,16.29,21.51,1
B102385,0.309,0.463,1614.0,17.27,3.07,0
B102386,0.372,1.389,1553.3,22.93,17.06,0
B102387,0.289,1.011,1567.9,16.9,19.87,0
B102388,0.507,0.723,1605.7,23.28,13.24,0
B102389,0.524,0.524,1565.5,20.57,10.99,0
B102390,0.178,1.019,1539.1,19.5,16.4,1
B102391,0.288,0.865,1666.1,10.56,15.01,0
B102392,0.22,1.372,1570.0,15.08,21.02,1
B102393,0.322,0.796,1607.6,23.62,2.0,0
B102394,0.39,0.649,1616.3,15.91,9.49,0
B102395,0.226,1.169,1567.7,27.23,18.37,0
B102396,0.289,1.178,1679.8,34.08,15.3,1
B102397,0.28,0.951,1538.6,23.94,19.51,0
B102398,0.425,1.103,1614.4,28.96,16.57,0
B102399,0.408,0.889,1613.5,24.32,14.19,0
B102400,0.313,0.97,1597.0,16.79,13.19,0
B102401,0.421,1.249,1528.7,21.2,28.95,0
B102402,0.334,1.088,1647.9,32.08,24.21,0
B102403,0.367,0.849,1640.9,16.86,17.97,0
B102404,0.601,1.306,1562.8,13.76,15.47,0
B102405,0.561,0.191,1638.9,13.19,18.23,0
B102406,0.244,1.516,1620.6,18.69,19.96,1
B102407,0.5,0.388,1529.6,13.98,17.51,0
B102408,0.497,0.712,1553.0,30.04,10.49,1
B102409,0.262,0.888,1662.6,21.3,25.71,0
B102410,0.498,0.856,1617.0,25.83,16.48,0
B102411,0.585,1.202,1569.0,18.21,27.08,0
B102412,0.265,0.583,1552.8,13.16,16.12,0
B102413,0.29,0.978,1571.7,12.14,13.53,0
B102414,0.522,0.727,1575.6,14.55,23.3,1
B102415,0.433,0.989,1553.5,22.09,16.81,0
B102416,0.466,0.881,1504.2,23.12,15.8,0
B102417,0.441,0.928,1662.7,23.62,7.8,0
B102418,0.447,0.735,1653.4,11.07,18.96,0
B102419,0.241,0.747,1530.0,20.0,12.04,1
B102420,0.526,0.986,1607.5,13.84,12.31,0
B102421,0.54,1.183,1550.4,22.41,12.06,1
B102422,0.372,0.721,1585.6,22.87,17.63,0
B102423,0.395,0.639,1581.0,12.97,5.79,0
B102424,0.216,1.084,1576.5,25.81,13.73,0
B102425,0.462,0.89,1710.2,34.03,20.88,0
B102426,0.469,1.149,1575.8,25.01,7.53,1
B102427,0.393,0.628,1555.5,19.02,16.04,1
B102428,0.535,0.366,1558.1,18.1,11.21,0
B102429,0.36,0.74,1657.4,18.75,12.58,0
B102430,0.468,0.67,1509.1,15.44,24.93,0
B102431,0.278,0.876,1558.1,21.51,5.1,0
B102432,0.397,0.709,1679.6,13.17,19.59,0
B102433,0.379,1.122,1613.4,8.66,12.13,0
B102434,0.427,0.814,1610.6,21.32,11.83,1
B102435,0.356,0.945,1717.3,20.13,8.33,1
B102436,0.384,0.947,1613.5,16.57,19.52,0
B102437,0.499,0.958,1561.0,12.3,13.85,0
B102438,0.348,0.893,1584.5,21.74,13.09,0
B102439,0.207,1.053,1537.6,14.06,15.66,0
B102440,0.61,0.661,1669.1,19.17,13.98,0
B102441,0.566,1.32,1631.6,30.59,3.0,1
B102442,0.245,0.829,1661.8,23.91,12.06,0
B102443,0.483,0.507,1666.7,11.79,20.37,0
B102444,0.34,0.956,1577.2,12.35,5.96,0
B102445,0.432,0.645,1548.0,20.91,8.46,0
B102446,0.435,1.1,1597.2,11.75,12.44,0
B102447,0.372,1.563,1552.0,7.99,10.65,0
B102448,0.306,0.664,1609.1,23.19,14.83,0
B102449,0.317,1.0,1662.3,21.93,8.44,0
B102450,0.29,0.373,1590.8,22.7,12.67,0
B102451,0.3,1.036,1608.2,21.58,14.71,0
B102452,0.392,0.634,1594.8,19.61,18.89,0
B102453,0.314,0.713,1644.2,16.03,22.47,1
B102454,0.482,0.57,1563.3,23.1,13.43,0
B102455,0.578,1.12,1479.2,29.18,26.33,1
B102456,0.33,1.202,1625.9,16.99,13.9,0
B102457,0.429,0.907,1654.3,13.88,19.97,1
B102458,0.46,0.641,1624.6,13.19,26.59,0
B102459,0.457,1.377,1564.8,14.8,15.84,0
B102460,0.409,0.675,1537.6,21.22,6.76,0
B102461,0.489,0.251,1627.2,7.16,15.55,0
B102462,0.458,1.038,1607.8,22.64,11.33,0
B102463,0.251,0.569,1593.1,23.86,13.35,0
B102464,0.504,1.197,1700.2,9.21,26.91,1
B102465,0.506,0.786,1547.9,14.12,7.66,0
B102466,0.308,1.081,1697.6,20.48,16.8,0
B102467,0.405,1.32,1601.7,19.14,9.73,0
B102468,0.482,0.537,1499.0,23.12,13.15,1
B102469,0.375,0.73,1590.1,19.15,19.47,0
B102470,0.529,0.877,1652.8,27.59,16.91,0
B102471,0.684,1.361,1579.9,18.07,13.65,0
B102472,0.306,0.702,1518.9,14.1,11.1,1
B102473,0.234,0.722,1591.0,13.62,16.9,1
B102474,0.436,1.043,1552.9,24.41,25.25,0
B102475,0.487,0.727,1627.0,20.18,9.59,0
B102476,0.372,0.946,1642.5,23.8,26.47,0
B102477,0.574,0.435,1541.9,23.68,22.2,0
B102478,0.239,1.564,1561.2,7.88,23.22,0
B102479,0.483,0.496,1641.6,13.16,16.85,0
B102480,0.327,0.803,1552.8,13.88,22.03,0
B102481,0.606,0.89,1540.5,15.1,8.95,0
B102482,0.639,1.474,1535.2,17.48,10.99,0
B102483,0.308,0.503,1619.4,25.99,19.59,0
B102484,0.334,1.495,1617.0,27.19,16.78,0
B102485,0.503,1.127,1562.4,18.24,14.11,0
B102486,0.354,1.025,1600.3,18.49,2.0,0
B102487,0.395,0.605,1684.0,15.77,12.39,0
B102488,0.403,1.071,1546.4,20.54,7.96,0
B102489,0.17,0.683,1492.7,21.22,17.96,1
B102490,0.398,1.28,1625.0,24.84,13.85,0
B102491,0.317,0.609,1593.9,24.79,11.23,0
B102492,0.341,0.866,1560.9,6.19,30.86,1
B102493,0.573,0.733,1635.9,19.08,21.23,0
B102494,0.249,0.604,1646.2,28.3,21.34,0
B102495,0.498,1.122,1478.5,17.37,28.21,1
B102496,0.367,1.061,1564.1,26.84,19.81,1
B102497,0.366,1.263,1727.5,18.16,10.37,1
B102498,0.495,0.366,1632.1,21.05,9.67,0
B102499,0.441,1.219,1637.2,13.18,20.79,0
B102500,0.468,1.652,1664.5,13.4,2.64,0
B102501,0.516,0.765,1600.9,24.35,14.53,0
B102502,0.36,1.469,1643.8,25.29,2.0,0
B102503,0.327,0.821,1639.5,20.16,15.59,0
B102504,0.27,0.488,1629.6,12.63,20.12,0
B102505,0.301,0.808,1582.3,20.26,16.68,0
B102506,0.754,1.214,1609.5,27.54,20.63,1
B102507,0.549,0.649,1567.6,30.46,26.79,0
B102508,0.238,0.72,1600.7,18.1,14.14,0
B102509,0.241,1.078,1535.7,10.04,31.85,0
B102510,0.458,0.901,1556.5,25.04,16.28,0
B102511,0.466,1.075,1584.5,18.34,20.69,0
B102512,0.466,0.971,1548.1,25.66,11.33,0
B102513,0.369,1.044,1572.2,21.69,24.72,0
B102514,0.385,0.77,1591.0,14.7,21.25,0
B102515,0.439,0.97,1622.1,20.35,23.83,0
B102516,0.41,0.622,1652.2,27.85,15.33,0
B102517,0.134,1.287,1574.5,19.11,7.47,0
B102518,0.372,0.71,1673.4,13.79,17.76,0
B102519,0.298,1.239,1651.6,10.47,4.82,0
B102520,0.421,0.83,1627.7,15.37,12.98,0
B102521,0.758,0.961,1608.5,17.54,16.15,0
B102522,0.444,0.752,1617.6,24.92,29.26,0
B102523,0.362,0.595,1665.3,13.27,16.91,0
B102524,0.511,0.377,1667.3,29.32,15.84,0
B102525,0.458,0.583,1673.4,11.98,14.62,0
B102526,0.45,0.803,1602.3,33.99,6.95,0
B102527,0.473,0.964,1630.5,30.35,15.51,0
B102528,0.647,1.203,1673.9,20.85,15.62,0
B102529,0.264,0.766,1565.7,10.11,9.19,0
B102530,0.457,0.635,1582.5,19.67,7.88,0
B102531,0.289,0.467,1600.9,17.68,12.11,0
B102532,0.467,1.044,1649.5,12.35,15.39,0
B102533,0.29,1.315,1650.3,21.75,12.25,0
B102534,0.35,1.28,1587.3,15.06,8.69,0
B102535,0.365,1.113,1517.0,15.71,16.74,1
B102536,0.517,1.092,1613.5,18.78,18.23,0
B102537,0.51,1.409,1549.5,16.55,15.73,0
B102538,0.251,1.0,1518.1,32.47,11.62,1
B102539,0.407,1.094,1530.5,16.79,18.57,0
B102540,0.315,0.804,1618.0,22.65,13.86,0
B102541,0.249,0.491,1674.9,20.87,7.87,0
B102542,0.374,0.695,1602.1,22.12,21.22,0
B102543,0.363,0.897,1611.6,22.57,17.12,0
B102544,0.691,0.918,1665.1,25.29,14.28,0
B102545,0.452,1.478,1515.1,21.6,5.57,0
B102546,0.235,0.924,1628.6,21.35,10.53,0
B102547,0.332,1.254,1599.4,20.35,27.11,0
B102548,0.523,0.769,1631.1,19.17,5.95,0
B102549,0.651,0.806,1573.4,14.53,13.49,0
B102550,0.21,0.501,1555.0,19.63,14.9,1
B102551,0.174,0.677,1607.7,21.45,16.92,0
B102552,0.625,1.058,1690.7,22.41,6.02,0
B102553,0.447,0.902,1647.4,21.08,16.05,0
B102554,0.296,1.183,1572.1,18.6,4.88,0
B102555,0.464,0.954,1526.2,19.66,15.58,0
B102556,0.084,0.794,1507.5,16.68,11.09,1
B102557,0.4,1.544,1672.4,21.88,9.8,0
B102558,0.439,0.872,1547.5,18.67,20.01,0
B102559,0.511,1.249,1582.1,21.08,13.59,0
B102560,0.278,0.78,1672.7,26.0,17.84,0
